,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,track_id,valence
10032,0.9186404107,0.36405937180000003,0.0231512622,0.3879103998,0.1126802826,0.0671006402,69.073,46464,0.1479270745
10033,3.6817000000000003e-06,0.4796765121,0.5661321647,0.9404323474,0.1414801021,0.034960666200000004,97.379,46477,0.0410486394
10034,2.11644e-05,0.8021673231,0.3303221122,0.9589879143000001,0.055837861,0.0658873044,125.462,46478,0.4663124503
10035,9.5544e-06,0.5047776041,0.6070660937,0.8688228403,0.1358492816,0.0281621671,146.082,46479,0.5123852094
10036,0.047566058,0.7782338394,0.2006588555,0.8528230209000001,0.1387169435,0.07615226180000001,116.71,46480,0.0686991545
10037,0.0136268615,0.6043526228,0.6853788208,0.9392695475,0.12909971550000002,0.0352302507,124.852,46481,0.3794975632
10038,0.00030334080000000003,0.5610036718,0.13185865160000002,0.8863408108,0.23437382280000002,0.0312507114,75.321,46482,0.0894929874
10039,0.1039624554,0.41088067030000003,0.1786155047,0.9206201113,0.1376945326,0.030147464000000002,145.132,46483,0.139583157
1004,0.7638457456000001,0.35017981060000003,0.35201541470000003,0.93691035,0.15196361090000002,0.0336401636,147.631,3469,0.6216017811
10040,0.7180260558,0.5118161275,0.7602837575,0.9331013007000001,0.0874422765,0.0300352083,145.025,46484,0.3639978552
10041,0.0002116389,0.49006816350000004,0.6416333094000001,0.9460988179,0.1233160813,0.0283469792,153.024,46485,0.3732862017
10042,0.4138250408,0.6461460468,0.53858156,0.8337078772000001,0.1044304727,0.0554982997,219.99,46486,0.2608675669
10043,0.081937125,0.3465920826,0.4121409559,0.9394217557000001,0.12117224010000001,0.17984644930000002,101.031,46489,0.0300180988
10044,0.14527823410000001,0.1756526239,0.0102530134,0.9493440542,0.1011893289,0.1183546016,94.165,46490,0.031847088100000004
10045,0.9949862682,0.34193349240000004,0.0482479745,0.9388770954000001,0.11090642,0.043108363000000004,72.266,46571,0.5582317232
10046,0.9944206128,0.2147677182,0.14192937860000002,0.9544823299,0.1121053567,0.0381387761,166.723,46574,0.2412521621
10047,0.9957200726000001,0.3705650331,0.015071435000000001,0.9204716096000001,0.10156154290000001,0.0430909789,106.227,46575,0.0824437707
10048,0.9947188251,0.24282926130000002,0.0589542861,0.9471136278000001,0.09909635010000001,0.0402615807,146.398,46576,0.1714957414
10049,0.9956680031,0.357675477,0.0308005165,0.9347058112000001,0.0810405857,0.0567429106,164.541,46577,0.1194525044
1005,0.667411115,0.3321952597,0.4141141714,0.8336766271,0.4018085911,0.030535819500000002,92.127,3470,0.8386826163000001
10050,0.9956195685,0.3526328965,0.0055056949,0.9412037421,0.08804590150000001,0.0423012443,63.446,46578,0.0422975195
10051,0.9954279264,0.27368634880000003,0.0168275737,0.9120711242,0.0888986674,0.049821912,137.293,46580,0.0420386031
10052,0.9952625735,0.4021243956,0.0394641575,0.953417983,0.0928210066,0.0465754638,90.502,46581,0.0621738269
10053,0.9821815306,0.40766283130000003,0.03761204,0.9238946327,0.6766684767000001,0.0383244805,136.066,46610,0.2779544017
10054,0.9450425519000001,0.2982514361,0.08747564740000001,0.8980203066,0.6707096146,0.0454440409,131.909,46637,0.12839621340000001
10055,0.9931608327,0.26898599630000003,0.14073796,0.0137255612,0.716341322,0.179654367,161.801,46638,0.2080128704
10056,0.9947282146,0.23786729110000002,0.0498916656,0.9150999377000001,0.66431653,0.0426335731,76.62,46639,0.15784292900000002
10057,0.9889250166,0.1826671642,0.09799454440000001,0.7863872524000001,0.7281783974,0.0435265413,141.222,46641,0.0397454662
10058,0.7692925737,0.21772082450000002,0.0827211204,0.7037775665,0.7143247922,0.0396747672,111.407,46642,0.10697191810000001
10059,0.9942626338,0.2087860414,0.0610783858,0.9250177461,0.7192139026000001,0.046348734100000004,71.954,46643,0.0534627826
1006,0.47546424740000004,0.4056087655,0.38738494700000004,0.7687369143,0.16590396030000001,0.0286598155,157.156,3471,0.7843099069
10060,0.9918861384000001,0.1321436993,0.0312945856,0.7750125504,0.6662653131,0.0396133142,80.64,46644,0.0389122426
10061,0.9944114899000001,0.33304364340000003,0.0360081208,0.8355996437000001,0.6920394510000001,0.0455588316,107.616,46645,0.265714353
10062,0.9935457465,0.20023723070000002,0.0237268512,0.8407940852,0.8779642802000001,0.0418152872,78.388,46646,0.198900465
10063,0.9941303949,0.163284859,0.0715286366,0.9328253433,0.8163807467,0.044007949500000004,78.772,46647,0.0964927032
10064,0.9934092783,0.1292166042,0.0389158846,0.9165940574,0.6697816926,0.0475657174,68.372,46649,0.1171300562
10065,0.9949289375,0.1126003733,0.0312662854,5.463000000000001e-07,0.5883122654,0.043122884,79.928,46650,0.12799524710000001
10066,0.9923227806,0.2699833276,0.0452702919,0.9266467074,0.6743788556,0.0397603312,101.513,46651,0.1228952907
10067,0.9893360808,0.1739146818,0.2562364178,0.9500207745,0.700328426,0.0635723627,74.003,46652,0.2706341544
10068,0.9945999764000001,0.2063960024,0.051562164800000004,0.9243970874,0.6929246569,0.045818673500000004,71.545,46697,0.1361321778
10069,0.9947177155,0.3046256881,0.081477778,0.8896441238,0.6578404233,0.042225051,94.585,46698,0.1992612479
1007,0.4258244588,0.3454044927,0.48317113970000003,0.8403470416000001,0.1553129643,0.026559962500000003,169.551,3472,0.7803403856000001
10070,0.9745919029000001,0.2816196199,0.0321596949,2.397e-07,0.6929256191000001,0.0535133464,83.567,46704,0.07803436700000001
10071,0.381018956,0.6226757896,0.5706158357000001,0.9235253576,0.0500364586,0.0298452958,88.003,46727,0.4378532352
10072,0.0916103412,0.8984289787,0.6793045177,0.8984694567,0.10914263610000001,0.093218933,97.954,46728,0.5381324037
10073,0.3967933675,0.574116537,0.8911719353,0.8465625437000001,0.3754588647,0.0559155646,132.011,46731,0.8167315185
10074,0.6329311106000001,0.5622139183,0.44548556180000004,0.9116606212,0.0938895389,0.0391632434,162.542,46732,0.4875435957
10075,0.9651679786,0.5864965463,0.4595087176,0.9202989060000001,0.12856563270000002,0.030244247300000002,162.965,46733,0.4003814502
10076,0.0560970144,0.5400190766,0.6973321366,0.00021481630000000002,0.1855393857,0.036325936100000004,114.998,46735,0.4257059372
10077,0.2958828076,0.6464674925,0.5355242474,0.8314646288,0.0840562074,0.0278197512,126.021,46736,0.34731362800000004
10078,0.0058818054000000005,0.4839234865,0.7426233835,0.8198748222000001,0.1748213124,0.0458213756,140.032,46737,0.5690172133
10079,0.0006163917,0.7929426737,0.4023042047,0.8092978658000001,0.1058131169,0.0404627705,129.99,46738,0.8279768621
1008,0.8260142326000001,0.4136601509,0.3639950255,0.9108437315000001,0.1104367249,0.0285110499,152.763,3473,0.7261898815000001
10080,0.9945226813,0.5856932053,0.12927203580000002,0.9405757237000001,0.1022227301,0.1450384605,84.531,46756,0.34525003120000003
10081,0.0011657383,0.4569074749,0.4664744396,0.8822517199000001,0.19074030250000001,0.0322287535,125.263,46757,0.40994029190000003
10082,0.6896923729000001,0.6532547738000001,0.5074042551,0.9525077389000001,0.0822492221,0.0392792198,135.992,46763,0.1739368215
10083,0.8733324011,0.4946072676,0.35526303940000004,0.9483108641,0.1049537059,0.032802005,129.051,46765,0.4332155619
10084,0.6808298255,0.8568416539,0.2041313965,0.9142354948,0.055794958900000004,0.0900145998,130.129,46766,0.3230203111
10085,0.3700610087,0.40504205050000003,0.2495392667,0.9643670825,0.1057175548,0.029742686600000002,141.87,46767,0.2239683164
10086,0.8328912521,0.3228169839,0.0124913981,0.9392366066000001,0.1173146682,0.041160955000000006,100.318,46768,0.1879291686
10087,0.9329869554,0.3679412574,0.0835204174,0.8084762989000001,0.1281155138,0.0438598294,121.946,46769,0.038292105
10088,0.1389333845,0.8322016398000001,0.28372989730000003,0.9327287952000001,0.1012158009,0.047327752800000004,129.04,46770,0.0367001203
10089,0.6403195972,0.6702388978,0.0798909544,0.9345720291,0.0839516253,0.0429572582,129.057,46771,0.1320306497
1009,0.9484841392000001,0.4974064805,0.3109380322,0.0007529033000000001,0.12133508500000001,0.0327543049,75.592,3474,0.8906303216
10090,0.9807154994,0.2500980162,0.0107055416,0.9548365668000001,0.1098945134,0.0408714799,54.78,46772,0.03408989
10091,0.7444693368,0.6011622142,0.49750186220000003,0.9069167024,0.1126823452,0.0861035159,107.972,46775,0.3953001993
10092,0.9536738047000001,0.4889837627,0.4546149367,0.9493888962,0.10348377880000001,0.037803014,163.952,46776,0.45813636010000003
10093,0.776461936,0.3876506095,0.6834800683000001,0.8695445271000001,0.0949364167,0.1046314237,148.605,46777,0.08409091910000001
10094,0.5208967739,0.7086686826,0.7383973736,0.8853638127000001,0.1113734821,0.0529294674,164.039,46778,0.5976052725000001
10095,0.9343077744,0.3036297892,0.5061884913,0.8821287472,0.11419606880000001,0.034590841500000004,154.003,46779,0.1436477958
10096,0.0665211985,0.7432764888000001,0.5995027636,0.8954391398,0.1099606588,0.10057512880000001,103.082,46780,0.8260268111
10097,0.6970184042,0.7376077123,0.6544635098,9.44932e-05,0.0829658801,0.3915674973,71.998,46839,0.7653673926
10098,0.2845640257,0.5634619072,0.3578097267,0.0030115603,0.0894921952,0.0378606525,149.986,46840,0.2919070295
10099,0.4902368548,0.6753499811,0.4346413033,0.0067343709,0.3880020548,0.0313319831,86.702,46841,0.7048684873000001
101,0.0208577087,0.1445689726,0.1010612372,0.3337912314,0.1429945491,0.0413287533,159.15,342,0.23775655710000002
1010,0.590966803,0.2283974581,0.5095127816,0.970456245,0.31083307590000003,0.0279701456,161.82,3475,0.8333733532
10100,0.4596089101,0.5848573453,0.4864919787,0.8895642650000001,0.0872091252,0.0271572172,119.988,46842,0.1094559202
10101,0.9427852016,0.6179032952,0.10631101280000001,0.0671887085,0.1093322109,0.0431988815,65.737,46843,0.1229307947
10102,0.15766626520000002,0.6309233124,0.3903838818,0.7332145488,0.1038767307,0.0289559962,140.019,46844,0.4648002249
10103,0.8563549123,0.47017004630000003,0.5926421313,0.39344886100000004,0.1053293673,0.0339421418,65.023,46845,0.1877980698
10104,0.3298273319,0.7929024707000001,0.800871214,0.000622465,0.09448695600000001,0.4460694719,185.993,46846,0.4104472364
10105,0.4027538046,0.5889257771,0.6340612609,0.030980985200000002,0.6235977095,0.0489061141,134.71,46847,0.8092449902000001
10106,0.8835748459,0.7169872804,0.4005237378,0.8952748340000001,0.1338239679,0.0349176655,105.008,46848,0.2869064823
10107,0.8044453133,0.8005819984,0.6668465732000001,0.7928742127,0.12793573020000001,0.0533634695,130.019,46849,0.6395634212
10108,0.9902156297,0.5412617433,0.45914697530000004,0.5250802954,0.390216624,0.0325924687,100.16,46850,0.6611991632
10109,0.550867341,0.5066530254,0.6654112628000001,0.575832906,0.090034075,0.0382497931,174.98,46852,0.1892183928
1011,0.5860842139,0.20367097180000002,0.5165750435,0.9394273763000001,0.1474589304,0.0345308992,153.471,3477,0.5476811486000001
10110,0.9578753838,0.2773168822,0.4308774018,0.0198046146,0.1319345176,0.0368167992,150.345,46853,0.4063326286
10111,0.2236042313,0.3452675159,0.2924276847,0.0645275112,0.1097158255,0.0343904448,155.245,46854,0.41646256260000003
10112,0.1943505855,0.4325234982,0.7483808468,0.3627104747,0.1441924865,0.038553311800000004,145.039,46855,0.7946170379
10113,0.9160848131,0.3617978544,0.8520088322,0.9254496233,0.1025278483,0.0505539832,163.464,46856,0.5852007765
10114,0.9372418517000001,0.6439858317,0.4354230583,0.1309766902,0.6200968061000001,0.2309424356,44.709,46926,0.037457533
10115,0.2250002298,0.8295910626,0.7508109484000001,0.7781208611,0.1255279545,0.101784783,112.007,46927,0.9290995685000001
10116,0.9853667890000001,0.399664293,0.09307784820000001,0.8683445276,0.12868684660000002,0.0898272336,69.332,46928,0.2345839307
10117,0.3264968777,0.7980047945000001,0.6112874617,0.5919648573,0.1075455181,0.059789031400000005,115.698,46929,0.32865641840000004
10118,0.9870867957,0.4428390399,0.2841933188,0.9213659014000001,0.11667281980000001,0.0358141587,93.563,46930,0.19280965300000003
10119,0.1559302723,0.9124020359,0.44153429190000004,0.106032738,0.11411428130000001,0.1147833722,140.052,46931,0.9318905873000001
1012,0.5170676756,0.4056370573,0.5647133891,0.9486994554,0.21288870040000002,0.0284114081,152.959,3478,0.6827154261
10120,0.1351837659,0.7355043255,0.5075590680000001,0.8059239198,0.1638160331,0.158474677,140.21,46932,0.5309474898000001
10121,0.0361717357,0.6178805881,0.7672551382,0.0802599089,0.681582472,0.2908772812,153.184,46935,0.350273204
10122,0.991243202,0.4773525504,0.3128533882,0.1714637592,0.0942903467,0.0795792667,101.592,46936,0.3054196697
10123,0.9549794899,0.7341948249,0.1780746932,0.9634166501,0.1156933441,0.0454944497,140.052,47023,0.1620597588
10124,0.8193741694000001,0.36008858860000004,0.47467695400000004,0.8751032710000001,0.07894397830000001,0.0334009105,134.348,47035,0.2940249628
10125,0.0546118211,0.43867398430000004,0.43042917210000003,0.8011379868,0.23976766430000002,0.0511160229,129.986,47036,0.44157051690000004
10126,0.9918933040000001,0.3442052176,0.0830428346,0.8815711545,0.1323429797,0.0449541071,115.798,47037,0.051798240100000004
10127,0.8581064996000001,0.22621428940000002,0.5300612151,0.8371911617000001,0.0935392206,0.0506697097,72.35,47039,0.091202078
10128,0.9455481501,0.4089844218,0.2836036769,0.2285980102,0.10349155580000001,0.0302967414,137.376,47041,0.2691768982
10129,0.8376082815,0.5855242051,0.5379699763,0.7496407904,0.1116002509,0.027718056,132.935,47042,0.6142112108000001
1013,0.5017515562,0.3464817268,0.2130530052,0.29776277900000003,0.10857471390000001,0.046283558,107.287,3479,0.3730074729
10130,0.7497584675000001,0.3334936698,0.711979224,0.8035621562,0.1337128985,0.034556478,79.868,47043,0.8595534434000001
10131,0.7735305909,0.6710735315,0.6156720305,0.8330362308,0.12657203150000002,0.034970246600000005,95.002,47044,0.9120814656
10132,0.8905246277000001,0.6118495428,0.3867783892,0.4720499608,0.0962182827,0.035816752,145.08,47045,0.779140402
10133,0.5484197596,0.3881243058,0.502910435,0.8145587177,0.2386469636,0.0252363829,175.823,47046,0.5578301902
10134,0.9677943553,0.8215941166,0.42616777110000004,0.939330081,0.0962211785,0.4052378065,111.406,47047,0.3313576548
10135,0.9823084408,0.6435769851,0.0020401265,0.44860891680000003,0.2733042193,0.0683390101,89.449,47048,0.966978855
10136,0.4164560242,0.538444381,0.2702949967,0.9084653696,0.1103254035,0.4145053262,193.635,47049,0.2357435188
10137,0.9836034138,0.572342726,0.0066433478,0.2813900043,0.36558148560000003,0.08167369070000001,101.967,47050,0.6349258742
10138,0.4965090237,0.6958324488000001,0.3106868072,0.8607520317,0.1112337013,0.5425323036,107.649,47051,0.5659911322
10139,0.0846047008,0.5116466483000001,0.3034241069,0.9402627806,0.11097870300000001,0.3341044251,240.609,47052,0.2622222856
1014,0.8722697328000001,0.4029827022,0.37246639060000003,0.7101968228000001,0.1439522249,0.031237717600000003,148.432,3488,0.4058052271
10140,0.6240041608,0.5659375799,0.37458379150000004,0.8979018713,0.09798596080000001,0.8580570853,197.49,47053,0.19800402420000002
10141,0.9957964501000001,0.5988154191,0.0052597034,0.9484916087,0.0826528567,0.06917785850000001,104.937,47054,0.8180628045
10142,0.2812784781,0.5936114964,0.2952705195,0.9230702809,0.11191192970000001,0.4368939873,197.783,47055,0.1948901441
10143,0.4712926953,0.6036993415,0.296291051,0.9248337082,0.10218557290000001,0.4856273246,170.779,47056,0.3457756275
10144,0.9879922310000001,0.41674579980000004,0.0090517019,0.4610942551,0.3380800244,0.1174510272,199.334,47057,0.6531555251000001
10145,0.2477269761,0.5447939089,0.2683681023,0.8983255043,0.1098962019,0.2423868877,198.514,47058,0.4412917462
10146,0.49402906900000004,0.5720276175,0.2802095226,0.9387894013,0.11244302440000001,0.5112357396,195.507,47059,0.3752381528
10147,0.9957964501000001,0.7060456205,0.0093995309,0.9600016069,0.0862566117,0.0672915072,105.072,47060,0.8388606308000001
10148,0.4814485767,0.5457050019,0.2259451287,0.8999765779000001,0.1027985471,0.5568529265000001,174.684,47061,0.38657384780000004
10149,0.0661331103,0.6257984152,0.3672523261,0.9593876937,0.1120658435,0.4894597916,76.043,47062,0.2817534714
1015,0.7423758914,0.4176041446,0.8227863974,0.713674755,0.058815914000000004,0.0321642199,147.934,3489,0.4283422013
10150,0.9951482351000001,0.3164548071,0.0018497557,0.0476824662,0.08518525240000001,0.0350542282,80.964,47063,0.35346380310000003
10151,0.9847545612,0.7652398772,0.2732864671,0.9589237436,0.1148706907,0.1669308893,105.508,47065,0.3031836276
10152,0.9848378816000001,0.6754446053000001,0.2646670892,0.9678450705,0.0915533505,0.1377776819,133.099,47066,0.3130934342
10153,0.3196396307,0.9278197023,0.38721212050000003,0.8798838274,0.0916950076,0.21151379150000002,110.805,47067,0.597385053
10154,0.5552426039,0.6818051075,0.8350020944000001,0.0006487193000000001,0.0712646048,0.0984882619,101.228,47068,0.9799476050000001
10155,0.7161210113,0.485453175,0.9481515763,0.9245901974,0.12367796900000001,0.035127959800000004,178.886,47069,0.9654354808000001
10156,0.8040772888000001,0.604437513,0.6986644045,0.8655438197,0.06967056740000001,0.0752226993,64.673,47070,0.9546892377
10157,0.7896870074,0.5990496872000001,0.5392782408,0.0642258269,0.1548775758,0.040623499300000004,121.111,47071,0.9237749245
10158,0.8732508291000001,0.5879621955000001,0.6741261652,0.1798783252,0.1748049516,0.035510218600000004,110.806,47072,0.8736525401
10159,0.8555355907000001,0.5959357973,0.9298921299,0.8922578106,0.3420722447,0.0387547513,110.498,47073,0.7463370037
1016,0.9659529962000001,0.49290444710000003,0.3681334812,0.8920936272000001,0.1131429437,0.0321299018,155.451,3490,0.4662160889
10160,0.8917576873,0.3286172431,0.270687035,0.929806114,0.1733162748,0.0397683151,85.849,47075,0.4355393436
10161,0.8327382306000001,0.5584506676000001,0.60895141,0.9255813898,0.1033582593,0.0284767371,111.014,47076,0.4066021548
10162,0.6116439864000001,0.6474408591,0.5125681146000001,0.0019199531,0.0930428407,0.0423063578,119.959,47077,0.9644153287
10163,0.9957964501000001,0.3121236119,0.4689783655,0.9346481611,0.5231453191000001,0.051346808800000004,231.879,47119,0.9674380278
10164,0.8691110426,0.4611182963,0.8198089517,0.9477074576000001,0.1121275689,0.0304844765,144.878,47150,0.9264191121
10165,0.7820670325,0.2935284116,0.4235204032,0.9596838112,0.10461530150000001,0.032021489300000004,102.174,47151,0.6574743791000001
10166,0.49803799990000003,0.2406272455,0.4591703385,0.923309958,0.1697490996,0.0385903298,133.918,47152,0.5849437218
10167,0.8455648290000001,0.303754868,0.45914121750000003,0.9530368278,0.0844419106,0.0414817757,140.867,47153,0.0378638426
10168,0.9531320112,0.45618170880000003,0.057527561000000005,3.1377e-06,0.11357677840000001,0.7977843342000001,182.899,47154,0.5357606309
10169,0.8493001263000001,0.5235834195,0.3034368329,0.9655607559,0.1114678135,0.0241642779,87.462,47155,0.3523528125
1017,0.9672309109,0.2386584165,0.5417676117,0.9006585455,0.1440296071,0.0315535523,144.185,3491,0.1093223069
10170,0.0733401956,0.7240282333,0.48048834890000003,0.14130297790000002,0.1350344007,0.3136091226,90.971,47167,0.4632741502
10171,0.007045525,0.5937952054,0.8873115239,1.86401e-05,0.3442174283,0.1483560454,192.021,47168,0.6700567135000001
10172,0.8388156595,0.5429496296,0.669215042,5.6456e-06,0.1056096336,0.3912207642,111.894,47169,0.7960727581
10173,0.7365729873,0.6836751769,0.6549335581,0.3270511504,0.1068833539,0.575064828,72.037,47170,0.38075952560000004
10174,0.3083912287,0.7222675136000001,0.3969310055,3.12e-08,0.223633236,0.29884106660000004,177.895,47171,0.7272107743
10175,0.5367798893,0.7161759707,0.49870091310000003,5.4036500000000003e-05,0.3051306409,0.3828774008,175.977,47172,0.7864623407
10176,0.06884420990000001,0.4452400033,0.391535607,0.0018988170000000001,0.18462946430000002,0.6389850235,83.458,47173,0.5717899816
10177,0.5052859888,0.7004315654000001,0.5353561520000001,0.00013136000000000002,0.1527105856,0.0434603813,85.324,47174,0.8086674471
10178,0.24958234340000002,0.8461539187,0.6435914117,2.70625e-05,0.0793344641,0.3206910454,171.994,47176,0.47378666690000004
10179,0.4726438636,0.7156433792,0.7436199003,0.40115199220000003,0.062086740200000004,0.42729976410000003,86.707,47177,0.7911001893
1018,0.9452718195,0.337005934,0.13502423430000002,0.2126016266,0.1141882178,0.032804469600000004,153.98,3492,0.1704210227
10180,0.8478387133,0.7547907466,0.6668387127000001,0.012828581300000001,0.1472770105,0.1477299597,89.064,47178,0.5415708873
10181,0.30710698810000003,0.8784779121,0.729824098,0.0244663661,0.1058579125,0.2110255846,108.03,47179,0.7185468675000001
10182,0.3468378825,0.7016404593000001,0.8911581505,0.086134339,0.10934257110000001,0.1295929055,85.349,47180,0.761081302
10183,0.7516087267,0.49290911130000004,0.6632141548,0.9287365855,0.284889936,0.2142480353,163.994,47181,0.1870434956
10184,0.9827399552,0.7322702591,0.5034013665,0.8520082081,0.1186046038,0.0840193758,115.049,47319,0.9275026202000001
10185,0.9645595102000001,0.7001755608,0.39183693480000004,0.8308582685,0.1346277584,0.07517862110000001,121.464,47320,0.7355047354
10186,0.007075692000000001,0.5692600588,0.1476813967,0.9294185380000001,0.1125318107,0.0466708887,59.134,47321,0.0719908509
10187,0.9947933712,0.6294794012,0.42642542380000004,0.9706670435,0.110946891,0.2539418014,122.421,47322,0.9636934114000001
10188,0.9068918373,0.8349428519000001,0.4361693245,0.8013417689000001,0.1107462933,0.25247408590000003,121.859,47323,0.42815660580000003
10189,0.37500431,0.8472001602,0.3735539999,0.8900973640000001,0.1130672927,0.2408287425,119.044,47324,0.2343368808
1019,0.7250346867,0.3807948957,0.5520900819,0.8589382187,0.0757829228,0.0321616917,150.372,3493,0.4178083222
10190,0.9423946378,0.6778706208,0.5268069017,0.6461092928000001,0.1053984691,0.0490986153,111.997,47325,0.2628760892
10191,0.9164934910000001,0.6974926261000001,0.44855211370000003,0.9238684293,0.1571940735,0.045287380200000005,98.003,47326,0.0554756085
10192,0.1857625913,0.5386050991,0.8930152097,0.9346805013,0.1054095645,0.0845304013,105.168,47327,0.5839295981
10193,0.0030935575,0.4236829621,0.6017033847000001,0.5915306443,0.0782364982,0.036577569500000004,204.018,47328,0.1894290817
10194,0.0968331773,0.46036289220000004,0.5820540546,0.7785876919,0.067619908,0.0685344259,204.271,47329,0.5268599238
10195,0.4825757115,0.7235993394,0.5493808530000001,0.8661097470000001,0.1806854106,0.0435311974,105.04,47330,0.5681859057
10196,0.13135002410000002,0.6095306662000001,0.7905607291000001,0.9548823942,0.1150459799,0.0386020027,95.952,47331,0.2169306621
10197,0.8564593431,0.2929979125,0.4466404755,0.9372896639,0.1161669515,0.0359835517,158.278,47332,0.16589693400000002
